Date,Diagnosis,Mean CBL Pressure (hpa),Wind Direction at max 10 min mean (deg),Highest Gust (kt),Maximum Air Temperature (C),Highest ten minute mean wind speed (kt),Minimum Air Temperature (C),Potential Evapotranspiration (mm),Precipitation Amount (mm),Soil Moisture Deficits (mm),moderately drained Soil Moisture Deficits (mm),poorly drained Soil Moisture Deficits (mm),well drained Mean 10cm soil temperature (C),Sunshine duration (hours),Mean Wind Speed (kt)
17-01-06,0,994.1,280,31,11.1,23,5.6,0.3,0.3,0.1,-7.2,0.1,5.775,0,13.1
18-01-06,0,1002.2,250,31,11.8,22,9.9,0.5,0,0.6,-6.3,0.6,7.95,0.6,16.5
19-01-06,0,999,200,36,11.6,22,10.1,0.7,0,1.3,-5.3,1.3,8.475,0,16.1
20-01-06,0,1003.8,260,54,11.5,37,3.3,0.7,1.5,0.5,-5.8,0.5,6.375,6,18.8
21-01-06,0,1018,260,18,8.9,14,0.7,0.2,0,0.7,-5.3,0.7,4.45,4.3,6.8
22-01-06,0,1022.5,200,12,9.4,8,-0.1,0.3,0,1,-4.7,1,3.875,0.2,4.8
23-01-06,0,1021.4,160,17,7.8,11,5.6,0.7,0,1.7,-3.8,1.7,4.7,0,8
24-01-06,0,1019.3,170,14,7,11,1.3,0.4,0,2.1,-3.2,2.1,4.875,0.2,3.4
25-01-06,0,1019.2,90,23,7.9,16,4.9,0.9,0,2.9,-2.2,2.9,5.25,2,10.9
26-01-06,0,1020.9,80,20,6.5,14,4.5,1.1,0,4,-1,4,4.775,1.5,10.7
27-01-06,0,1020.7,360,19,6.1,13,2.8,0.6,0.5,4.1,-0.8,4.1,4.55,0.9,7.4
28-01-06,0,1020.8,90,20,7.9,15,-0.7,0.4,0,4.5,-0.4,4.5,4.7,4.1,9.5
29-01-06,0,1023.2,80,18,7.1,13,-0.9,0.3,0,4.7,-0.1,4.7,3.225,7.9,7.7
30-01-06,0,1021.8,70,13,7.5,10,-0.6,0.3,0,5.1,0.3,5.1,2.625,2.3,5.6
31-01-06,0,1016.8,270,9,5.1,7,-3.2,0.2,0,5.3,0.5,5.3,2.675,1.6,3.7
01-02-06,0,1012.5,130,12,6.9,8,1.9,0.4,0,5.7,0.9,5.7,3.75,2.9,4.9
02-02-06,0,1012.2,140,14,7.4,8,-1,0.2,0,5.9,1.1,5.9,3.825,0,4.4
03-02-06,0,1016.2,340,12,8.8,8,1.2,0.4,0,6.2,1.5,6.2,4.575,0.8,3.7
04-02-06,0,1020.8,140,7,7.9,4,1.4,0.3,0,6.6,1.8,6.6,4.95,0,2.5
05-02-06,0,1023.1,260,17,6.7,12,3.7,0.5,0,7,2.3,7,5.075,0,6.4
06-02-06,0,1019,240,21,8.3,15,4,0.7,0,7.7,3,7.7,5.075,0,10.4
07-02-06,0,1008.3,240,36,9.3,27,3.8,0.5,3.9,4.3,-0.3,4.3,6.1,0,17
08-02-06,0,1005.6,270,24,8.2,18,1.5,0.6,0,4.9,0.3,4.9,4.575,6.3,11.9
09-02-06,0,1012,0,18,5.5,11,-1.4,0.5,0,5.4,0.8,5.4,3.2,2.1,6.8
10-02-06,0,1013.8,150,15,6.9,11,-3.3,0.5,0,5.9,1.4,5.9,2.625,2.7,5.4
11-02-06,0,1010.8,200,24,9.7,17,3.5,0.7,1.8,4.8,0.3,4.8,4.1,0.7,10.3
12-02-06,0,1008,250,26,11.3,19,6.7,0.4,3.4,1.8,-2.7,1.8,6.5,0,11.5
13-02-06,0,1000.7,190,28,13.6,17,8.6,0.9,6,-3.3,-7.6,0,7.45,0.7,8.5
14-02-06,0,986.2,210,43,10.4,27,5.3,0.6,9.7,-9.1,-10,0,7.225,4.6,14.4
15-02-06,0,975.3,270,33,9.8,25,3,0.8,0.9,-0.1,-9.6,0,6.325,6.4,16.6
16-02-06,0,967.2,230,35,9,24,3,1.1,0.1,1,-8.1,1,4.825,1.7,16.6
17-02-06,0,973.2,250,18,9.3,14,-0.2,0.8,0,1.7,-6.9,1.7,4.65,5.3,8.4
18-02-06,0,982.8,270,9,6.5,6,-2.6,0.4,0,2.2,-6.2,2.2,3.475,0.4,2.9
19-02-06,0,994.9,20,22,7.7,17,-0.4,0.5,0.2,2.4,-5.6,2.4,3.425,2.6,8.6
20-02-06,0,1009.8,20,27,7.7,20,2.6,1,0.2,3.2,-4.5,3.2,4.7,5.9,13.7
21-02-06,0,1018.6,40,29,7.2,21,0.8,0.9,0.8,3.3,-4.2,3.3,3.75,4.7,12.1
22-02-06,0,1020.7,90,29,5.8,21,2.7,1.1,1.3,3,-4.2,3,3.975,0.3,14.9
23-02-06,0,1018.2,50,25,6.6,17,2.8,0.8,4.7,-0.9,-7.9,0,3.75,0,11
24-02-06,0,1013.4,70,42,6.9,29,2.5,0.9,3.4,-2.5,-10,0,4.775,2.3,19.5
25-02-06,0,1017.2,40,34,6.8,25,3.4,1.3,0,1.3,-8.2,1.3,4.075,5.8,18.1
26-02-06,0,1020.1,40,28,8.3,21,3.3,1.6,0,2.9,-6.2,2.9,4.35,2.4,13.8
27-02-06,0,1013.9,290,28,7.6,20,-1.9,0.7,0.1,3.5,-5.2,3.5,4.1,1.2,11.5
28-02-06,0,1005,330,29,4.6,19,-1.6,0.7,1.2,3,-5.5,3,3.425,8,12.4
01-03-06,1,999.2,300,22,5.2,15,-3.2,0.9,0,3.8,-4.3,3.8,2.125,8.5,10.4
02-03-06,0,992.5,260,17,3.7,14,-4.6,0.7,0,4.5,-3.4,4.5,2.05,7.1,7.1
03-03-06,0,990.7,320,28,5.8,16,-5.8,0.8,0.6,4.7,-3.1,4.7,1.7,6.8,7.5
04-03-06,0,995.1,280,22,6.7,16,-5.2,1,0,5.6,-1.9,5.6,1.6,8.7,10.8
05-03-06,0,1002.8,300,21,7.6,15,-1,0.9,0.1,6.4,-1,6.4,2.45,6.8,9.4
06-03-06,0,1009.1,250,19,8.7,15,-1.5,0.9,1,6.3,-1,6.3,3.025,5.5,7.9
07-03-06,0,999.5,260,28,12.2,21,4.9,0.6,6.7,0.1,-7.1,0.1,5.65,0,11.9
08-03-06,0,986.6,350,31,13.2,20,5.1,0.6,4.5,-3.8,-10,0,7.725,0.6,10.3
09-03-06,0,984.8,250,36,11,28,3.2,1.1,1.3,-0.2,-9.7,0,6.525,2.9,13.2
10-03-06,0,993.2,260,41,9.5,30,0.3,1.5,0.8,0.7,-8.5,0.7,5.25,8.8,18.1
11-03-06,0,1006.5,140,28,8.2,19,-0.9,0.8,11.3,-9.8,-10,0,4.3,1.4,9.6
12-03-06,0,1007.7,150,31,11.3,23,4.2,0.8,0.6,0.2,-9.3,0.2,6.025,0,14.1
13-03-06,0,1004.4,170,44,8.7,30,4.8,0.5,2.8,-2.1,-10,0,6.15,0,19.5
14-03-06,0,1005.7,260,24,10.7,19,6.6,1,0.1,0.9,-8.6,0.9,6.875,2.3,12
15-03-06,0,1014,80,24,7.2,17,3.6,0.6,3.7,-2.3,-10,0,6.675,0,11.2
16-03-06,0,1020.3,80,34,4.4,22,-0.1,1,1.4,-0.4,-9.9,0,4.75,1.2,16.2
17-03-06,0,1019.4,80,33,4.6,25,2.2,1,1.2,-0.2,-9.6,0,4.125,0,19.4
18-03-06,0,1014.8,70,31,6.2,23,3.3,1.4,0,1.4,-7.7,1.4,4.025,1,17.3
19-03-06,0,1009,80,23,7.6,17,4.4,1.2,0,2.6,-6.1,2.6,4.6,1.2,12.2
20-03-06,0,1005.2,70,28,6.1,20,3.8,0.9,0.6,2.9,-5.4,2.9,5,0.2,14.2
21-03-06,0,1006.1,80,26,4.8,19,1.3,1,1.4,2.5,-5.6,2.5,4.425,0,12.7
22-03-06,0,1003.4,130,26,6.3,13,-0.8,1.5,0,4,-3.8,4,4.725,9.3,7.5
23-03-06,0,991.7,110,34,6.3,22,-0.5,1,0.3,4.6,-2.9,4.6,4.375,3.1,11.3
24-03-06,0,976.4,80,29,8.1,21,4.8,0.5,10.7,-5.5,-10,0,5.35,0,13.5
25-03-06,0,981.9,210,30,12.9,21,6.7,1.1,5.8,-4.7,-10,0,7,3.6,12
26-03-06,0,980.9,200,32,13.3,21,8.8,0.9,1.9,-1,-10,0,8.25,0,13.1
27-03-06,0,974.2,230,37,14.5,26,8.4,1.4,1.4,0,-9.5,0,9.275,2,15.1
28-03-06,0,984.1,240,39,10,28,1.4,1,1.1,-0.1,-9.1,0,8.45,0.6,17.1
29-03-06,0,984.7,120,27,10.9,19,0.1,1.2,6.5,-5.3,-10,0,6.875,5.9,9.3
30-03-06,0,976.8,240,47,13.9,34,7.6,1.5,0.7,0.8,-8.7,0.8,8.475,3.1,14.6
31-03-06,0,985.2,190,36,14.4,24,5.7,1.7,3.2,-0.7,-9.7,0,8.825,4.7,12.3
01-04-06,0,987.5,200,36,11.8,24,5.3,1.8,3.8,-2,-10,0,8.15,6.6,13
02-04-06,0,993.2,290,36,12,26,4.1,1.4,9,-7.6,-10,0,7.975,4.5,15.7
03-04-06,0,1010,290,34,9.7,23,1.2,1.8,0.4,1.4,-8.1,1.4,6.75,9.5,12.2
04-04-06,0,1014.8,50,22,7.2,15,-1.1,1.8,0,3.2,-5.8,3.2,5.825,11.4,8.7
05-04-06,0,1009.8,260,26,10,19,-3.3,1.9,0,5.1,-3.7,5.1,5.5,10.6,10.2
06-04-06,0,1003.5,260,35,11.9,25,2.6,1.8,0.6,6.2,-2.2,6.2,6.7,3.7,15.8
07-04-06,0,999,240,39,11.6,25,1.6,1.7,2.4,5.4,-2.8,5.4,6.725,5.1,14.6
08-04-06,0,999.7,270,33,9.4,24,0.6,1.4,0.8,5.9,-2.1,5.9,6,9.2,14.2
09-04-06,0,1008.5,330,28,9.4,19,0,1.9,0.9,6.8,-1,6.8,5.65,7.8,11.6
10-04-06,0,1012.1,230,18,9.7,13,-3.3,1.9,0,8.7,1,8.7,5.775,10.8,8
11-04-06,0,1002.6,230,34,12.9,25,4.9,1.9,3.3,7.1,-0.4,7.1,7.675,6.1,17.5
12-04-06,0,1001.2,250,33,12.1,26,4.4,1,0.5,7.6,0.2,7.6,7.35,1.1,16.6
13-04-06,0,998.6,260,39,14.1,29,6,2.4,0.1,9.8,2.5,9.8,8.55,8.4,17.9
14-04-06,0,1001.3,260,18,13.6,13,4.5,2.3,0,11.9,4.8,11.9,8.65,9.1,8.7
15-04-06,0,997.8,260,14,13.9,11,5.9,1.7,0.1,13.3,6.4,13.3,9.85,2.1,4.4
16-04-06,0,1000.9,270,22,13.4,18,6.1,2,0,15,8.4,15,10.1,2.9,11
17-04-06,0,1002.9,270,29,12.8,21,5.7,1.7,4.6,11.9,5.5,11.9,9.3,7,13.9
18-04-06,0,1000.9,240,22,13.6,15,5.6,1.7,5.6,7.8,1.6,7.8,9.3,1.2,8.7
19-04-06,0,999.5,280,18,13.6,12,2.5,1.9,0,9.6,3.5,9.6,9.9,7.7,6.3
20-04-06,0,999.9,100,14,12.6,10,5.9,1.6,0,11,5.1,11,9.85,2.1,6.2
21-04-06,0,1007.5,20,16,13.5,11,5.3,2.5,0,13.2,7.6,13.2,10.525,12.9,6.6
22-04-06,0,1007.3,220,27,16.7,19,2.5,2.2,0.2,15,9.6,15,10.225,2.6,10.3
23-04-06,0,1006.8,300,15,12.9,11,3.7,2.6,0.2,17,11.9,17,10.875,12.8,6.5
24-04-06,0,1003.3,210,32,14.3,23,0,1.8,0.5,18,13.2,18,9.8,3.7,10.7
25-04-06,0,1001.5,250,29,14.9,22,8.4,2.4,0.1,19.9,15.4,19.9,11,5.4,15.8
26-04-06,0,1010.2,240,28,13.6,19,8.2,2.1,0.1,21.5,17.3,21.5,10.525,3.9,12.4
27-04-06,0,1018,320,21,16.5,15,3.8,2.7,0,23.7,19.8,23.7,11.2,13,8.3
28-04-06,0,1019.8,20,19,16.2,12,3.4,2.9,0,26,22.4,26,11.55,13.1,7.3
29-04-06,0,1013,310,15,12.2,12,5.2,1.7,0,27.2,23.9,27.2,11.3,5.4,7.3
30-04-06,0,998.8,300,25,10.1,19,5.5,1,7.9,20.1,16.8,20.1,10.425,0,6.2
01-05-06,0,991.5,300,28,12.4,20,5.2,2.3,0.1,21.8,18.8,21.8,10.425,8.5,12.8
02-05-06,0,988,170,35,12.8,24,7.2,1.8,1.8,21.5,18.7,21.5,9.95,2.6,14.8
03-05-06,0,997.1,190,40,16,26,6.9,2.7,0,23.6,21.1,23.6,10.075,8.3,14.5
04-05-06,1,1000.2,140,22,13.8,17,6.3,1,3,21.4,19,21.4,10.375,0,8.5
05-05-06,0,1004.8,240,28,16.2,20,4,2.6,0,23.5,21.4,23.5,10.9,10.4,11.1
06-05-06,0,1006.6,130,28,13.4,21,8.1,1.8,0.5,24.4,22.4,24.4,10.95,5.9,12.9
07-05-06,0,1006.5,120,22,14,18,6.2,2.8,0,26.6,24.9,26.6,12.025,12.8,8.9
08-05-06,0,1003.5,50,21,11.7,13,7.1,0.8,13.6,13.6,11.9,13.6,11.5,0,6.7
09-05-06,0,1009.2,280,12,16.3,10,6.5,2,0,15.3,13.9,15.3,12.7,4.9,5.3
10-05-06,0,1011.3,80,16,16.1,12,5.4,2.9,0,17.8,16.7,17.8,13.325,11.6,6.1
11-05-06,0,1008.9,110,13,19.6,10,8.9,3.5,0,20.7,19.9,20.7,14.925,11.4,5.4
12-05-06,1,1005.5,140,19,20.1,13,7.8,2.5,16.7,6.1,5.5,6.1,14.725,7.4,5.8
13-05-06,0,1008.4,70,14,12.3,10,7.2,1.8,0.2,7.6,7.1,7.6,13.25,4.7,6.4
14-05-06,0,1007.4,130,22,16.7,15,8.3,1.8,6.3,3,2.6,3,13.175,0.2,8.5
15-05-06,0,1000.1,140,20,16.1,14,9.4,1.3,13.5,-9.2,-9.6,0,13.35,1,7.5
16-05-06,0,1002,210,25,17.8,18,7.5,2.1,0.1,2,-7.1,2,13.55,5.9,8.8
17-05-06,0,995.2,130,35,14.6,25,8.4,1.1,5.6,-2.6,-10,0,12.425,1.3,13.6
18-05-06,0,984.7,200,38,15.8,27,10.2,2.6,4.9,-2.3,-10,0,12.275,6.1,17.2
19-05-06,0,983.4,250,37,16.4,27,9.8,2.7,4.3,-1.6,-10,0,12.7,5.1,15.3
20-05-06,0,982.7,330,28,14.7,20,6.3,2.2,2.4,-0.2,-9.7,0,12.975,5.7,10.5
21-05-06,0,982.2,70,30,11.3,21,6.5,0.8,22.9,-10,-10,0,10.925,0,10.7
22-05-06,0,986.8,330,34,11.4,23,3.4,1.6,1.9,-0.3,-9.8,0,10.375,3.7,13.1
23-05-06,0,998.8,240,31,12.4,22,1.3,2.1,5.5,-3.4,-10,0,9.85,5.9,13.5
24-05-06,0,1000.3,260,29,14.3,23,5.4,3.3,3.7,-0.4,-9.9,0,11,12,12.3
25-05-06,0,1004.3,140,18,15.1,12,3.8,2.6,0.9,1.7,-7.6,1.7,12.45,9,5.9
26-05-06,0,1004.2,260,35,18.3,28,10.6,2.4,8,-3.9,-10,0,14.25,5.2,16.7
27-05-06,0,1008.6,260,36,17.9,28,9.2,2.7,0.7,2,-7.5,2,13.7,5.2,16.7
28-05-06,0,1012,280,24,15.1,16,6.2,2.3,0.2,4,-5,4,12.9,2.1,12.1
29-05-06,0,1012.2,320,33,14.2,23,5.1,3,0.1,6.8,-1.9,6.8,12.225,12.6,14.3
30-05-06,0,1016.9,330,27,14.4,19,4,2.9,0,9.6,1.1,9.6,11.975,13,11.8
31-05-06,0,1018.5,320,17,16.3,11,1.8,3.4,0,12.7,4.6,12.7,13.325,14.2,6.3
01-06-06,1,1020.7,270,19,20.4,14,6.6,4.2,0,16.4,8.7,16.4,15.85,14.1,8.8
02-06-06,0,1022.5,130,14,20.1,10,6.4,3.9,0,19.7,12.6,19.7,17.5,15.6,5.8
03-06-06,0,1021,120,16,18.8,12,7,3.7,0,22.8,16.2,22.8,18.725,13.2,5.3
04-06-06,0,1018.1,270,20,21.6,14,10.1,3.7,0,25.7,19.7,25.7,18.825,9.4,8.6
05-06-06,0,1016.9,120,16,18.5,13,10.3,3.4,0,28.3,22.7,28.3,19.025,10.6,7.7
06-06-06,0,1018.3,110,13,23.9,9,9.5,4.3,0,31.5,26.5,31.5,20.25,11.8,5
07-06-06,0,1018.2,110,13,18.7,9,9.8,3.7,0,34.1,29.6,34.1,20.7,15.5,5
08-06-06,0,1015.7,120,17,22.2,12,8.5,4,0,36.9,32.8,36.9,21.125,15.3,6
09-06-06,0,1010,130,26,23.5,19,11.8,4.7,0,40,36.5,40,21.2,14.2,10
10-06-06,0,1003.7,140,33,22,24,13.5,3.5,0,42.3,39.1,42.3,19.725,3.5,13.8
11-06-06,0,1006.3,140,24,20.9,17,13,4.3,0.1,44.8,42,44.8,20.225,13.1,10.8
12-06-06,0,1007.2,220,32,21.2,23,12,4.4,0,47.4,45,47.4,20.275,9.9,13.7
13-06-06,0,1012.5,260,17,16.8,13,10.7,2.8,0,49,46.8,49,18.775,1.9,7.3
14-06-06,0,1014.9,90,14,16.9,9,7.6,2.8,0,50.6,48.6,50.6,18.625,7.8,4.8
15-06-06,0,1012.2,250,14,19.9,10,6.4,2.9,0,52.2,50.4,52.2,18.4,5,5.4
16-06-06,0,1010.4,260,16,21,12,12.3,3.1,0,53.8,52.2,53.8,19.525,1.9,7.2
17-06-06,0,1007.1,250,15,23,11,11.4,3.7,0,55.7,54.4,55.7,20,5.6,5.7
18-06-06,0,998.2,240,31,18.9,21,12.8,1.9,8,48.6,47.4,48.6,18.55,1.2,10.1
19-06-06,0,997.8,220,25,17.2,17,10,1.9,0.2,49.5,48.4,49.5,16.75,1,11
20-06-06,0,996.4,210,40,17.7,27,9.2,2.3,1.4,49.3,48.4,49.3,15.325,4.4,16.2
21-06-06,0,996.6,260,45,15.9,33,9.3,3.2,1.3,49.8,49.1,49.8,14.325,6.2,21.8
22-06-06,0,1002.8,280,34,16.8,28,9,3.4,0,51.7,51.2,51.7,15,4.6,16.2
23-06-06,0,1006.8,140,17,17.7,11,9.1,3.7,0,53.6,53.4,53.6,17.825,10.8,6.1
24-06-06,0,1004.7,280,12,14.2,9,11,1.3,1,53.3,53.1,53.3,16.925,0,5.6
25-06-06,0,1007.2,40,23,17.1,17,9.6,3.6,0,55.1,55.1,55.1,17.275,13.1,10.8
26-06-06,0,1009.6,40,17,12.5,13,11.1,0.9,1.8,53.8,53.8,53.8,15.6,0,8.3
27-06-06,0,1010.7,110,10,13.5,8,9.8,1.1,1.1,53.3,53.4,53.3,14.85,1,3.7
28-06-06,0,1008.5,230,21,20.3,15,9.7,2.8,0.1,54.6,54.8,54.6,16.45,5.8,6.8
29-06-06,0,1008.6,170,22,18.4,14,14.2,1.9,6.3,49.3,49.6,49.3,16.625,0.2,7.9
30-06-06,0,1011.3,130,15,21.6,10,12.1,3.2,5.2,45.8,46.3,45.8,17.875,5.8,5.7
01-07-06,0,1011.6,240,22,23.5,15,9.2,4.2,0,48.3,49,48.3,18.675,15.5,6.4
02-07-06,0,1010.6,50,12,19.8,8,12,2.1,0.3,49.2,50,49.2,18.625,1.9,4.6
03-07-06,0,1010.2,30,19,21.2,13,13.4,2.8,0,50.8,51.7,50.8,18.95,1.5,7
04-07-06,0,1007,40,21,19.6,16,12.8,2.4,3.5,48.6,49.6,48.6,18.825,3,6.7
05-07-06,0,1004.7,300,20,24.4,12,11.4,3.8,0,50.7,51.9,50.7,19.675,11,6.1
06-07-06,0,1004.1,270,24,22.3,19,13.7,2.8,0,52.2,53.5,52.2,19.725,2.2,9.8
07-07-06,0,1005.3,270,26,20.2,20,12,3.7,0,54.1,55.6,54.1,19.275,7,12.4
08-07-06,0,997.4,200,29,16,19,11.8,1.9,6.1,49,50.6,49,17.25,0.7,11.6
09-07-06,0,997.6,270,34,18.7,27,11.5,2.4,0.7,49.7,51.3,49.7,16.625,2.6,14.6
10-07-06,0,1007.1,270,31,21.4,23,7.7,3.1,0.1,51.3,53,51.3,16.975,7.2,10.5
11-07-06,0,1011.9,260,23,20.7,16,9.8,3.5,0,53.1,55,53.1,17.225,9.5,10.6
12-07-06,0,1014.4,270,24,19.2,19,9.1,1.8,0,54.1,56,54.1,17.45,3,9.5
13-07-06,0,1020,100,17,18.7,11,6.9,3.6,0,55.9,57.9,55.9,17.65,13.5,7.2
14-07-06,0,1022.8,130,18,19.7,14,5.4,3.7,0,57.7,59.9,57.7,18.9,15.1,6.8
15-07-06,0,1021.5,100,14,18.7,10,8.7,3.7,0,59.4,61.7,59.4,19.875,15.1,6.1
16-07-06,0,1018.4,120,15,24,11,7,4.1,0,61.3,63.7,61.3,20.95,12.8,4.8
17-07-06,0,1016,130,18,26.1,12,12.8,5,0,63.5,66,63.5,22.675,15.3,6.8
18-07-06,0,1011.1,110,14,25.2,11,10.6,4.5,0,65.4,68,65.4,22.825,14.2,6
19-07-06,0,1005.6,260,20,26.5,15,13.6,4.3,0.2,67,69.6,67,23.15,9.7,6.6
20-07-06,0,1005.5,230,19,25.3,14,17.6,3.6,0,68.4,71.1,68.4,23.2,7.9,7.2
21-07-06,0,1007.7,120,19,22.6,12,14.2,2.9,0.1,69.4,72.1,69.4,22.375,4.2,7.2
22-07-06,0,1004.8,150,23,22.3,16,12.8,2.8,0,70.4,73.1,70.4,21.1,5.6,9
23-07-06,0,1007.7,270,20,23.1,15,12.9,3.4,0,71.6,74.4,71.6,20.875,7.6,7.9
24-07-06,0,1009.5,140,20,23.3,15,13.7,4.2,0,73.1,75.9,73.1,22.425,12.8,6.9
25-07-06,0,1007.2,120,17,23.6,13,11.5,3.7,0,74.3,77.2,74.3,22.8,10.1,6.4
26-07-06,0,1006.1,230,17,24.6,12,15,3.6,0,75.5,78.3,75.5,22.45,6.8,8.4
27-07-06,0,1005.8,140,24,22.8,15,14.5,3.3,0,76.5,79.4,76.5,22.075,7,7.9
28-07-06,0,1002,140,18,23.5,12,15.8,2.9,1.3,76.1,79,76.1,22.05,2.9,6.9
29-07-06,0,994.2,140,30,23.2,21,12.9,2.9,1.2,75.8,78.6,75.8,20.3,4.5,13.2
30-07-06,0,995,240,38,22.7,24,11.8,3.8,3.5,73.5,76.3,73.5,19.35,9.3,12
31-07-06,0,993.7,240,29,19.4,21,13.1,2.4,1.2,73.1,75.9,73.1,17.65,0.7,14
01-08-06,0,997.7,290,33,20.9,24,12.2,3.9,0.1,74.3,77.2,74.3,17.65,10,17.2
02-08-06,0,1004.4,340,33,20.1,22,11.9,3.6,0,75.4,78.3,75.4,17.675,10.9,14.8
03-08-06,0,1008.8,330,20,21.7,14,10.1,3.9,0,76.7,79.6,76.7,18.725,11.4,9.4
04-08-06,0,1010.6,270,16,20.6,12,11.2,1.6,0.4,76.7,79.6,76.7,19.025,0.1,8
05-08-06,0,1012,260,17,25.3,13,16.7,3,0,77.6,80.5,77.6,20.7,1.6,8.5
06-08-06,0,1013.2,240,16,20.5,12,13.7,1.4,2.7,75.3,78.3,75.3,19.75,0.9,7.1
07-08-06,0,1016.7,330,18,19.3,13,7.7,2.6,0,76.2,79.1,76.2,18.425,7.2,7.2
08-08-06,0,1013.7,260,23,20.9,18,5.6,2.3,4.1,72.8,75.7,72.8,17.475,5,9
09-08-06,0,1011.1,300,31,19.1,23,9.7,2.7,0.2,73.5,76.4,73.5,16.275,6.9,14
10-08-06,0,1009.3,300,29,17.9,21,12.2,2.2,0.6,73.6,76.6,73.6,16.25,0.7,14.9
11-08-06,0,1009,290,23,19.7,17,10.9,2.4,1,73.4,76.4,73.4,16.5,1.7,11.1
12-08-06,0,1010.6,340,28,17,19,9.8,2,0,74.1,77,74.1,15.3,2.7,11.2
13-08-06,0,1008.4,330,24,18.4,16,9.6,2.6,0,74.9,77.9,74.9,15.725,7.1,10.7
14-08-06,0,1005.5,290,18,18.6,14,8.6,2.4,0,75.7,78.7,75.7,16.725,5.2,8
15-08-06,0,997,260,16,14.6,13,11.1,1,10,66,69,66,15.85,0,6.5
16-08-06,1,992,60,15,16.5,11,11.9,1.4,0.8,65.8,68.8,65.8,15.55,0.5,7.2
17-08-06,0,991.5,50,17,19.2,12,10.7,2.6,0.4,66.4,69.4,66.4,16.525,7.4,7.2
18-08-06,0,992.7,250,17,19.1,13,11.6,1.9,4.2,63,66,63,17.175,2.6,5.7
19-08-06,0,996.8,280,22,18.9,17,13.3,1.5,18.5,45.1,48.2,45.1,16.575,0.8,12
20-08-06,0,1004,290,23,21.4,17,13.5,2.6,0,46.7,49.8,46.7,16.6,4.4,12.2
21-08-06,0,1008.4,290,21,20.1,15,11.4,2.7,0.1,48.2,51.4,48.2,16.575,8.4,9.5
22-08-06,0,1006.6,250,22,19.7,16,10.2,1.9,0.1,49.1,52.4,49.1,16.375,1.3,7.6
23-08-06,0,1001.5,260,18,20.2,13,12.7,2.2,1,49.3,52.6,49.3,17.075,2.8,8
24-08-06,0,1001.8,270,15,19.2,11,7.5,2.9,0,50.9,54.3,50.9,16.725,11.3,7.4
25-08-06,0,998,140,23,17.3,17,10.1,1.1,3.9,47.6,51,47.6,16.125,0.2,8.2
26-08-06,0,1001.1,290,25,19.1,18,13.4,2.3,1,47.9,51.4,47.9,16.175,3.2,12.5
27-08-06,0,1002.9,270,27,19.1,20,10.2,2.5,1.7,47.6,51.1,47.6,15.5,7.2,14
28-08-06,0,1001.2,270,30,17.9,22,9.6,2.4,2,47,50.5,47,14.75,8.6,13.8
29-08-06,0,1003.5,310,29,18.3,20,9.2,2.6,1.1,47.4,51,47.4,14.025,11.1,13
30-08-06,0,1006.4,230,26,18.1,17,8.8,1.3,3.6,44.5,48.2,44.5,13.9,0.6,9.9
31-08-06,0,1002.2,210,24,22.8,18,15.1,2.4,0.1,45.9,49.6,45.9,16.625,2.2,11.8
01-09-06,0,998.4,270,28,20.1,20,12.5,2.6,1.7,45.7,49.4,45.7,16.3,6.6,12.1
02-09-06,0,990,280,32,21.1,26,12.4,2.1,19.6,27.4,31.1,27.4,15.9,4.3,11.6
03-09-06,0,998.2,250,33,20,24,13.9,2.6,0.6,28.7,32.6,28.7,16.55,7.7,16
04-09-06,0,1010.2,260,21,18.2,16,13.6,1.7,3.7,26.3,30.2,26.3,15.875,0.1,9.4
05-09-06,0,1006.5,230,32,22.6,22,17.5,2.9,0,28.5,32.5,28.5,17.35,6.9,14.1
06-09-06,1,1007.2,230,28,18.4,20,10.5,1.5,1.4,28.2,32.3,28.2,17.05,3.5,12
07-09-06,0,1015.8,330,19,17.8,12,6.5,2.1,0,29.7,33.9,29.7,14.775,10.8,8.1
08-09-06,0,1018,130,20,18.4,15,4.7,2.2,0,31.3,35.6,31.3,14.5,11.7,7.3
09-09-06,0,1012.3,140,23,17.9,16,7,1.7,0,32.6,36.8,32.6,14.75,5.6,9.9
10-09-06,0,1007.7,150,21,19.1,15,12,1.4,0.1,33.5,37.8,33.5,15.525,1.7,9.6
11-09-06,0,1004.3,150,22,18.6,16,13.8,1.4,11.6,22.8,27.2,22.8,16.05,1.1,9.7
12-09-06,0,999.2,220,22,20.3,15,11.2,1.5,0.3,23.7,28.1,23.7,16.375,4.1,7.7
13-09-06,0,993.6,170,27,17.9,19,13.1,1.1,6.7,17.9,22.3,17.9,15.625,0.5,10.2
14-09-06,0,997.1,310,17,17.9,11,8.9,1.8,0,19.4,23.9,19.4,15.575,6.1,6.1
15-09-06,0,1003.8,280,13,18.3,11,6.4,2.2,0,21.2,25.8,21.2,14.2,10.9,6.4
16-09-06,0,1002.5,140,18,18.4,13,3.5,1.8,0.2,22.5,27.1,22.5,14.05,11.2,4.8
17-09-06,0,1000.5,260,19,19.5,14,10.2,1.7,0.4,23.4,28.1,23.4,15.975,5.8,6.9
18-09-06,0,996.5,240,37,17.4,26,10.3,1.5,6,18.5,23.3,18.5,14.15,2.7,12
19-09-06,0,996.3,260,33,17.3,25,10.2,2.2,0,20.4,25.3,20.4,13.575,6.5,15.4
